"Station","Depth","Temp"
47,0,14.5
47,8,14.51
47,10,14.5
47,20,14.46
47,24,14.44
47,30,14.36
47,45,14.08
47,50,14
47,69,13.45
47,75,13.05
47,93,11.69
47,100,11.22
47,125,9.85
47,138,9.32
47,150,9.09
47,183,8.8
47,200,8.63
47,250,8.15
47,277,7.9
47,300,7.64
47,371,6.89
47,400,6.67
47,500,6.04
47,558,5.77
47,600,5.56
47,700,5.1
47,800,4.7
47,831,4.59
47,900,4.38
47,1000,4.07
47,1100,3.76
47,1152,3.6
48,0,14.7
48,9,14.59
48,10,14.58
48,20,14.52
48,26,14.46
48,30,14.37
48,48,13.87
48,50,13.81
48,74,13.07
48,75,13.04
48,100,12.28
48,125,11.27
48,150,10.26
48,200,8.83
48,250,8.22
48,300,7.96
48,302,7.96
48,400,7.27
48,403,7.25
48,500,6.4
48,600,5.57
48,606,5.52
48,700,5.06
48,800,4.68
48,895,4.42
48,900,4.41
48,1000,4.14
48,1100,3.87
48,1200,3.61
48,1232,3.52
50,0,14.6
50,8,14.59
50,10,14.59
50,20,14.59
50,23,14.59
50,30,14.58
50,43,14.57
50,50,14.47
50,66,14.05
50,75,13.67
50,89,13.01
50,100,12.57
50,125,11.69
50,132,10.57
50,150,10.98
50,175,10.43
50,200,10.14
50,250,9.74
50,262,9.68
50,300,9.19
50,349,8.54
50,400,8.04
50,500,7.2
50,521,7.05
50,600,6.38
50,700,5.62
50,757,5.22
50,800,5.03
50,900,4.58
50,1000,4.12
50,1001,4.12
51,0,14.65
51,9,14.64
51,10,14.63
51,20,14.5
51,26,14.4
51,30,14.36
51,49,14.02
51,50,13.98
51,75,12.69
51,100,11.05
51,101,10.99
51,125,10.03
51,150,9.45
51,199,9.05
51,200,9.04
51,250,8.74
51,300,8.43
51,302,8.42
51,400,7.53
51,405,7.48
51,500,6.68
51,600,5.94
51,609,5.88
51,700,5.39
51,800,4.94
51,900,4.57
51,1000,4.23
51,1100,3.89
51,1200,3.55
51,1232,3.44
53,0,14.68
53,8,14.67
53,10,14.67
53,20,14.69
53,23,14.7
53,30,14.59
53,44,14.34
53,50,14.32
53,66,14.26
53,75,14.14
53,89,13.8
53,100,13.2
53,125,11.69
53,131,11.29
53,150,10.48
53,173,9.72
53,200,9.12
53,250,8.49
53,258,8.45
53,300,8.38
53,343,8.3
53,400,7.76
53,500,6.63
53,513,6.47
53,600,5.87
53,700,5.33
53,765,5.06
53,800,4.94
53,900,4.58
53,1000,4.23
53,1100,3.88
53,1113,3.83
55,0,15.3
55,9,15.22
55,10,15.21
55,20,15.09
55,25,15.01
55,30,14.95
55,47,14.51
55,50,14.34
55,72,12.87
55,75,12.67
55,98,11.33
55,100,11.26
55,125,10.57
55,145,10.33
55,150,10.28
55,192,10.01
55,200,9.91
55,250,9.23
55,290,8.64
55,300,8.53
55,387,7.72
55,400,7.6
55,500,6.73
55,582,6.09
55,600,5.97
55,700,5.38
55,800,4.88
55,865,4.61
55,900,4.49
55,1000,4.15
55,1100,3.81
55,1199,3.48
104,0,14.7
104,10,14.5
104,13,14.39
104,20,14.38
104,26,14.37
104,30,14.37
104,48,14.38
104,50,14.38
104,69,14.36
104,75,14.16
104,92,13.38
104,100,12.92
104,125,11.5
104,134,10.98
104,150,10.27
104,176,9.34
104,200,8.79
104,250,7.98
104,262,7.86
104,300,7.29
104,352,6.62
104,400,6.18
104,500,5.52
104,531,5.38
104,600,5.09
104,700,4.75
104,798,4.49
104,800,4.48
104,900,4.18
104,1000,3.88
104,1085,3.62
146,0,15.33
146,9,15.29
146,10,15.28
146,20,15.18
146,22,15.15
146,30,15.01
146,43,14.75
146,50,14.63
146,65,14.35
146,75,14.14
146,86,13.83
146,100,13.14
146,125,11.81
146,126,11.75
146,150,10.9
146,166,10.45
146,200,9.65
146,243,8.94
146,250,8.86
146,300,8.4
146,317,8.28
146,400,7.57
146,468,7.01
146,500,6.76
146,600,6.02
146,700,5.38
146,800,4.95
146,900,4.53
146,1000,4.1
152,0,14.78
152,10,14.75
152,20,14.69
152,24,14.64
152,30,14.43
152,48,13.82
152,50,13.82
152,72,13.8
152,75,13.6
152,96,11.87
152,100,11.63
152,125,10.36
152,144,9.69
152,150,9.51
152,192,8.56
152,200,8.44
152,250,7.81
152,287,7.5
152,300,7.36
152,382,6.57
152,400,6.43
152,500,5.75
152,569,5.38
152,600,5.24
152,700,4.82
152,800,4.48
152,846,4.35
152,900,4.2
152,1000,3.94
152,1100,3.67
152,1200,3.4
152,1206,3.38
153,0,14.44
153,9,14.43
153,10,14.43
153,20,14.42
153,23,14.42
153,30,14.37
153,45,13.99
153,50,13.68
153,67,12.47
153,75,12
153,88,11.32
153,100,10.74
153,125,9.79
153,130,9.64
153,150,9.29
153,173,9.04
153,200,8.59
153,250,7.82
153,256,7.73
153,300,7.29
153,340,6.97
153,400,6.56
153,500,5.98
153,512,5.92
153,600,5.42
153,700,4.92
153,777,4.57
153,800,4.5
153,900,4.22
153,1000,3.93
153,1100,3.64
154,0,14.38
154,8,14.43
154,10,14.43
154,19,14.42
154,20,14.41
154,30,14.25
154,38,14.12
154,50,14.11
154,55,14.1
154,75,13.93
154,80,13.89
154,100,12.89
154,114,12.08
154,125,11.67
154,146,11
154,150,10.85
154,200,9.15
154,214,8.72
154,250,8.04
154,300,7.32
154,380,6.7
154,400,6.6
154,500,6.12
154,600,5.64
154,700,5.16
154,800,4.67
154,869,4.34
155,0,14.66
155,10,14.63
155,20,14.7
155,24,14.71
155,30,14.52
155,49,13.81
155,50,13.8
155,74,13.6
155,75,13.58
155,98,12.93
155,100,12.86
155,125,11.91
155,145,11.11
155,150,10.92
155,189,9.62
155,200,9.35
155,250,8.33
155,276,7.94
155,300,7.57
155,361,6.8
155,400,6.51
155,500,5.98
155,542,5.86
155,600,5.58
155,700,5.12
155,800,4.7
155,837,4.55
155,900,4.36
155,1000,4.07
155,1100,3.78
155,1191,3.51
163,0,14.8
163,10,14.82
163,20,14.46
163,24,14.28
163,30,14.09
163,49,13.69
163,50,13.69
163,73,13.64
163,75,13.64
163,97,13.36
163,100,13.19
163,125,11.7
163,146,10.32
163,150,10.2
163,196,9.3
163,200,9.22
163,250,8.31
163,286,7.72
163,300,7.5
163,378,6.44
163,400,6.25
163,500,5.6
163,558,5.37
163,600,5.24
163,700,4.92
163,800,4.6
163,843,4.28
163,900,4.28
163,1000,3.96
163,1100,3.64
163,1182,3.38
165,0,14.75
165,10,14.73
165,20,14.61
165,25,14.49
165,30,14.22
165,50,13.1
165,74,12.66
165,75,12.62
165,99,11.41
165,100,11.36
165,125,10.16
165,149,9.24
165,150,9.22
165,199,8.54
165,200,8.53
165,250,7.94
165,298,7.46
165,300,7.44
165,398,6.68
165,400,6.67
165,500,5.97
165,598,5.38
165,600,5.37
165,700,4.93
165,800,4.56
165,898,4.27
165,900,4.26
165,1000,3.99
165,1100,3.72
165,1200,3.45
165,1246,3.32
172,0,15.34
172,8,15.34
172,10,15.34
172,20,15.32
172,23,15.31
172,30,14.99
172,46,14.13
172,50,14.01
172,70,13.63
172,75,13.58
172,93,13.4
172,100,13.23
172,125,12.46
172,138,11.96
172,150,11.5
172,184,10.22
172,200,9.77
172,250,8.65
172,276,8.23
172,300,7.86
172,367,7.02
172,400,6.67
172,500,5.78
172,550,5.44
172,600,5.16
172,700,4.69
172,800,4.35
172,828,4.28
172,900,4.1
172,1000,3.85
172,1100,3.6
172,1114,3.57
189,0,14.88
189,10,14.66
189,20,14.67
189,24,14.67
189,30,14.09
189,48,12.2
189,50,12.18
189,72,11.98
189,75,11.91
189,96,11.28
189,100,11.17
189,125,10.45
189,145,9.87
189,150,9.71
189,194,8.4
189,200,8.29
189,250,7.51
189,290,7.1
189,300,6.95
189,386,5.81
189,400,5.7
189,500,5.13
189,580,4.91
189,600,4.83
189,700,4.45
189,800,4.12
189,874,3.9
189,900,3.85
189,1000,3.64
189,1100,3.43
189,1170,3.28
190,0,14.98
190,10,14.75
190,20,14.64
190,25,14.53
190,30,14.07
190,50,12.18
190,75,11.98
190,100,11.88
190,125,10.96
190,150,9.8
190,200,8.35
190,250,7.57
190,299,7.11
190,300,7.1
190,398,6.1
190,400,6.08
190,500,5.39
190,597,4.91
190,600,4.9
190,700,4.49
190,800,4.16
190,896,3.9
190,900,3.89
190,1000,3.66
190,1100,3.44
190,1195,3.22
191,0,15.1
191,10,14.92
191,20,14.81
191,25,14.76
191,30,14.39
191,50,12.74
191,75,11.94
191,100,11.95
191,125,11.07
191,150,9.92
191,199,8.42
191,200,8.4
191,250,7.66
191,298,7.26
191,300,7.24
191,396,6.13
191,400,6.1
191,500,5.4
191,594,4.96
191,600,4.93
191,700,4.55
191,800,4.23
191,891,4
191,900,3.98
191,1000,3.74
191,1100,3.5
191,1189,3.29
192,0,15.12
192,10,14.85
192,20,14.74
192,25,14.62
192,30,14.11
192,50,12.07
192,75,12.11
192,99,11.62
192,100,11.59
192,125,10.72
192,148,9.86
192,150,9.8
192,198,8.6
192,200,8.57
192,250,7.98
192,296,7.62
192,300,7.57
192,396,6.3
192,400,6.26
192,500,5.41
192,594,4.86
192,600,4.83
192,700,4.37
192,800,4.01
192,891,3.78
192,900,3.76
192,1000,3.58
192,1100,3.39
192,1189,3.22
194,0,15.2
194,10,15.08
194,20,14.7
194,25,14.43
194,30,14.06
194,50,12.46
194,75,11.1
194,100,9.66
194,125,8.75
194,149,8.21
194,150,8.19
194,198,7.64
194,200,7.62
194,250,7.09
194,298,6.62
194,300,6.6
194,397,5.73
194,400,5.71
194,500,4.98
194,596,4.45
194,600,4.44
194,700,4.12
194,800,3.89
194,894,3.75
194,900,3.74
194,1000,3.52
194,1100,3.3
194,1192,3.1
237,0,17.12
237,8,16.49
237,10,16.49
237,20,16.46
237,21,16.46
237,30,16
237,43,15.2
237,50,14.95
237,64,14.55
237,75,14.26
237,85,13.94
237,100,12.96
237,125,11.29
237,126,11.22
237,150,10.51
237,167,10.21
237,200,9.67
237,249,9.12
237,250,9.11
237,300,8.71
237,331,8.48
237,400,7.7
237,494,6.62
237,500,6.58
237,600,5.98
237,700,5.37
237,741,5.12
254,0,15.72
254,10,15.84
254,20,15.44
254,24,15.21
254,30,14.96
254,48,14
254,50,13.82
254,71,11.93
254,75,11.7
254,94,10.93
254,100,10.76
254,125,10.23
254,141,10.03
254,150,9.94
254,187,9.58
254,200,9.31
254,250,8.25
254,279,7.62
254,300,7.38
254,371,6.78
254,400,6.52
254,500,5.73
254,556,5.35
254,600,5.15
254,700,4.77
254,800,4.49
254,836,4.42
254,900,4.25
254,1000,3.98
254,1100,3.71
254,1183,3.49
255,0,15.5
255,8,15.51
255,10,15.48
255,20,15.2
255,21,15.16
255,30,14.82
255,41,14.32
255,50,13.85
255,60,13.22
255,75,11.89
255,79,11.54
255,100,10.4
255,114,9.91
255,125,9.57
255,149,9.06
255,150,9.06
255,200,8.88
255,220,8.81
255,250,8.57
255,291,8.19
255,300,8.1
255,400,7.16
255,434,6.85
255,500,6.44
255,600,5.83
255,700,5.22
255,706,5.18
257,0,15.62
257,8,15.86
257,10,15.85
257,20,15.8
257,30,15.41
257,40,14.67
257,50,13.38
257,58,12.35
257,75,11.31
257,100,10.42
257,110,10.19
257,125,9.85
257,147,9.45
257,150,9.41
257,200,8.79
257,222,8.58
257,250,8.28
257,297,7.81
257,300,7.78
257,400,6.86
257,452,6.44
257,500,6.2
257,549,5.43
257,600,5.71
257,700,5.21
257,800,4.71
257,857,4.43
258,0,15.55
258,10,15.64
258,20,15.47
258,25,15.35
258,30,15.3
258,50,15.09
258,74,13.2
258,75,13.1
258,98,10.99
258,100,10.87
258,125,9.65
258,148,9.06
258,150,9.01
258,198,8.24
258,200,8.22
258,250,7.68
258,298,7.26
258,300,7.24
258,397,6.22
258,400,6.2
258,500,5.71
258,596,5.44
258,600,5.42
258,700,5.03
258,800,4.64
258,896,4.27
259,0,15.27
259,9,15.61
259,10,15.61
259,20,15.63
259,23,15.64
259,30,15.43
259,45,14.81
259,50,14.68
259,67,13.99
259,75,13.25
259,89,11.87
259,100,11.22
259,125,10.23
259,132,10.07
259,150,9.61
259,172,9.19
259,200,8.72
259,250,8.03
259,252,8.01
259,300,7.4
259,332,7.05
259,400,6.55
259,496,6.04
259,500,6.01
259,600,5.37
259,700,4.78
259,758,4.47
259,800,4.36
259,900,4.1
259,1000,3.85
259,1091,3.61
269,0,16.73
269,9,15.75
269,10,15.75
269,20,15.71
269,23,15.7
269,30,15.61
269,48,15.39
269,50,15.24
269,72,13.28
269,75,13.02
269,95,11.44
269,100,11.17
269,125,10.09
269,142,9.64
269,150,9.43
269,190,8.64
269,200,8.49
269,250,7.83
269,284,7.47
269,300,7.27
269,379,6.39
269,400,6.25
269,500,5.71
269,573,5.46
269,600,5.33
269,700,4.86
269,800,4.43
269,865,4.17
269,900,4.08
269,1000,3.82
269,1100,3.57
269,1200,3.31
269,1208,3.29
270,0,16.55
270,10,15.75
270,20,15.75
270,25,15.75
270,30,15.65
270,50,15.26
270,74,13.31
270,75,13.25
270,98,12.14
270,100,12.04
270,125,10.89
270,147,10.01
270,150,9.92
270,196,8.79
270,200,8.72
270,250,7.96
270,295,7.46
270,300,7.39
270,395,6.26
270,400,6.22
270,500,5.51
270,595,5.07
270,600,5.05
270,700,4.67
270,800,4.37
270,895,4.14
270,900,4.13
270,1000,3.9
270,1100,3.67
270,1200,3.44
270,1245,3.34
271,0,16.64
271,10,15.42
271,20,15.39
271,25,15.37
271,30,15.26
271,50,14.82
271,75,12.62
271,100,11.43
271,125,10.3
271,149,9.4
271,150,9.37
271,199,8.48
271,200,8.47
271,250,7.79
271,298,7.27
271,300,7.25
271,398,6.27
271,400,6.26
271,500,5.65
271,598,5.25
271,600,5.24
271,700,4.82
271,800,4.44
271,897,4.12
271,900,4.11
271,1000,3.88
271,1100,3.65
271,1200,3.42
271,1246,3.31
272,0,15
272,10,15.25
272,20,15
272,25,14.78
272,30,14.6
272,50,13.93
272,75,12.58
272,99,11.28
272,100,11.23
272,125,10.07
272,149,9.22
272,150,9.2
272,199,8.46
272,200,8.45
272,250,7.91
272,298,7.46
272,300,7.44
272,398,6.37
272,400,6.36
272,500,5.77
272,597,5.42
272,600,5.41
272,700,4.97
272,800,4.57
272,898,4.21
272,900,4.2
272,1000,3.93
272,1100,3.66
272,1200,3.39
272,1248,3.26
274,0,14.7
274,10,14.57
274,20,14.42
274,25,14.34
274,30,14.26
274,50,13.96
274,75,11.7
274,100,10.06
274,125,9.66
274,150,9.25
274,200,8.62
274,250,7.97
274,300,7.39
274,400,6.73
274,500,6.16
274,600,5.64
274,700,5.15
274,800,4.7
274,900,4.3
274,1000,4.03
274,1100,3.76
274,1200,3.49
274,1250,3.36
281,0,14.92
281,9,14.6
281,10,14.55
281,20,14.07
281,23,13.92
281,30,13.74
281,46,13.32
281,50,13.12
281,68,12.16
281,75,11.85
281,91,11.18
281,100,10.72
281,125,9.62
281,134,9.29
281,150,9.18
281,178,8.98
281,200,8.62
281,250,7.75
281,267,7.45
281,300,7.16
281,356,6.82
281,400,6.5
281,500,5.81
281,534,5.59
281,600,5.25
281,700,4.8
281,800,4.43
281,900,4.13
281,1000,3.84
281,1067,3.64
282,0,15.54
282,10,15.06
282,20,14.64
282,25,14.43
282,30,14.18
282,50,13.15
282,75,12.13
282,100,10.57
282,125,9.78
282,149,9.36
282,150,9.34
282,198,8.4
282,200,8.36
282,250,7.48
282,296,6.8
282,300,6.75
282,395,5.9
282,400,5.87
282,500,5.27
282,594,4.87
282,600,4.84
282,700,4.46
282,800,4.14
282,890,3.9
282,900,3.88
282,1000,3.71
282,1100,3.53
282,1186,3.38
284,0,16.55
284,9,15.69
284,10,15.63
284,20,15.07
284,22,14.97
284,30,14.35
284,43,13.38
284,50,13.04
284,64,12.61
284,75,12.57
284,84,12.54
284,100,12.22
284,125,11.42
284,150,10.37
284,166,9.7
284,200,8.95
284,248,8.35
284,250,8.32
284,300,7.68
284,328,7.38
284,400,6.85
284,494,6.38
284,500,6.35
284,600,5.85
284,700,5.35
284,765,5.02
285,0,16.4
285,10,16.64
285,20,15.69
285,23,15.41
285,30,15.04
285,47,14.35
285,50,14.18
285,70,12.94
285,75,12.63
285,94,11.5
285,100,11.16
285,125,9.97
285,140,9.4
285,150,9.17
285,188,8.6
285,200,8.44
285,250,7.8
285,283,7.42
285,300,7.19
285,379,6.18
285,400,6.01
285,500,5.35
285,579,5.03
285,600,4.94
285,700,4.53
285,800,4.19
285,804,4.18
285,900,3.95
285,1000,3.71
285,1100,3.47
285,1128,3.4
293,0,15.95
293,8,15.95
293,10,15.92
293,20,15.75
293,30,14.96
293,41,13.94
293,50,13.42
293,61,12.88
293,75,12.17
293,80,11.95
293,100,11.72
293,119,11.5
293,125,11.15
293,150,9.6
293,156,9.21
293,200,8.67
293,232,8.27
293,250,8.02
293,300,7.32
293,307,7.22
293,400,6.17
293,458,5.65
293,500,5.36
293,600,4.8
293,687,4.46
293,700,4.43
293,800,4.17
293,900,3.91
293,1000,3.66
293,1049,3.53
302,0,15.8
302,10,15.76
302,20,15.73
302,25,15.72
302,30,15.46
302,48,14.16
302,50,13.99
302,73,12.43
302,75,12.42
302,97,12.36
302,100,12.33
302,125,11.85
302,146,11.17
302,150,10.96
302,194,8.69
302,200,8.62
302,250,8.01
302,293,7.48
302,300,7.42
302,391,6.68
302,400,6.59
302,500,5.65
302,588,4.89
302,600,4.83
302,700,4.41
302,800,4.12
302,886,3.98
302,900,3.95
302,1000,3.7
302,1100,3.45
302,1186,3.24
304,0,15.43
304,9,15.44
304,10,15.44
304,20,15.46
304,21,15.46
304,30,15.18
304,42,14.81
304,50,13.48
304,63,11.28
304,75,10.59
304,84,10.39
304,100,9.95
304,124,9.44
304,125,9.41
304,150,8.79
304,166,8.42
304,200,7.89
304,250,7.26
304,253,7.23
304,300,6.52
304,341,5.94
304,400,5.35
304,500,4.65
304,520,4.55
304,600,4.22
304,700,3.93
304,793,3.77
304,800,3.76
304,900,3.6
304,1000,3.45
304,1088,3.31
317,0,16.75
317,8,15.88
317,10,15.7
317,20,14.98
317,21,14.93
317,30,14.81
317,42,14.62
317,50,13.92
317,63,12.63
317,75,11.84
317,84,11.34
317,100,10.45
317,124,9.48
317,125,9.47
317,150,9.34
317,165,9.26
317,200,8.83
317,245,8.07
317,250,7.98
317,300,7.51
317,326,7.4
317,400,6.86
317,495,6.22
317,500,6.19
317,600,5.63
317,700,5.14
317,766,4.86
317,800,4.74
317,900,4.39
317,1000,4.03
317,1049,3.86
318,0,16.02
318,9,15.67
318,10,15.66
318,20,15.5
318,23,15.44
318,30,15.02
318,47,13.77
318,50,13.59
318,71,12.47
318,75,12.29
318,95,11.47
318,100,11.24
318,125,10.21
318,143,9.56
318,150,9.39
318,190,8.66
318,200,8.5
318,250,7.81
318,286,7.4
318,300,7.24
318,383,6.44
318,400,6.32
318,500,5.75
318,578,5.43
318,600,5.33
318,700,4.91
318,800,4.53
318,870,4.3
318,900,4.22
318,1000,3.96
318,1100,3.7
318,1162,3.54
319,0,15.91
319,10,16.16
319,20,15.62
319,24,15.3
319,30,14.92
319,48,13.79
319,50,13.66
319,73,12.3
319,75,12.2
319,97,11.16
319,100,11.02
319,125,9.97
319,146,9.28
319,150,9.2
319,195,8.62
319,200,8.55
319,250,7.88
319,293,7.36
319,300,7.29
319,390,6.55
319,400,6.47
319,500,5.75
319,586,5.23
319,600,5.17
319,700,4.78
319,800,4.47
319,880,4.28
319,900,4.22
319,1000,3.95
319,1100,3.67
319,1178,3.46
320,0,16.65
320,10,16.72
320,20,16.54
320,24,16.47
320,30,15.98
320,48,14.22
320,50,14.07
320,72,12.68
320,75,12.55
320,96,11.73
320,100,11.54
320,125,10.43
320,144,9.66
320,150,9.5
320,192,8.68
320,200,8.56
320,250,7.87
320,286,7.47
320,300,7.29
320,380,6.36
320,400,6.24
320,500,5.83
320,570,5.69
320,600,5.54
320,700,5.06
320,800,4.58
320,856,4.32
320,900,4.2
320,1000,3.91
320,1100,3.63
320,1150,3.49
321,0,18.25
321,9,17.01
321,10,16.91
321,20,16.17
321,23,16.03
321,30,15.8
321,47,15.26
321,50,15.04
321,70,13.5
321,75,13.2
321,92,12.32
321,100,11.95
321,125,10.92
321,140,10.38
321,150,10.01
321,186,8.86
321,200,8.59
321,250,7.86
321,279,7.6
321,300,7.29
321,373,6.36
321,400,6.21
321,500,5.86
321,561,5.79
321,600,5.58
321,700,5.04
321,800,4.5
321,845,4.25
321,900,4.12
321,1000,3.88
321,1100,3.64
321,1200,3.4
321,1265,3.24
322,0,17.82
322,10,16.89
322,20,16.45
322,25,16.29
322,30,16
322,49,14.7
322,50,14.61
322,73,12.84
322,75,12.78
322,98,12.27
322,100,12.15
322,125,10.61
322,130,10.29
322,147,9.62
322,150,9.53
322,200,8.36
322,238,7.84
322,250,7.65
322,300,6.97
322,341,6.52
322,400,6.11
322,500,5.6
322,582,5.36
322,600,5.27
322,700,4.82
322,800,4.4
322,871,4.12
322,900,4.04
322,1000,3.77
322,1100,3.5
322,1165,3.32
330,0,16.91
330,8,17.17
330,10,17.17
330,14,17.18
330,20,16.98
330,23,16.82
330,29,16.41
330,30,16.33
330,50,14.87
330,75,13.23
330,97,11.96
330,100,11.86
330,125,11.16
330,150,10.63
330,181,10.2
330,200,9.7
330,250,8.46
330,253,8.39
330,300,7.63
330,330,7.25
330,400,6.57
330,500,5.84
330,579,5.48
330,600,5.38
330,700,4.95
330,800,4.59
330,900,4.3
330,936,4.21
330,1000,4.03
330,1100,3.75
330,1200,3.47
330,1234,3.38
336,0,16.8
336,8,16.79
336,10,16.78
336,20,16.56
336,30,16.12
336,42,15.28
336,50,14.34
336,63,12.84
336,75,12.12
336,83,11.78
336,100,10.94
336,124,10
336,125,9.98
336,150,9.55
336,164,9.42
336,200,9.09
336,244,8.73
336,250,8.65
336,300,7.99
336,325,7.65
336,400,7.02
336,493,6.45
336,500,6.4
336,600,5.74
336,700,5.16
336,758,4.86
336,800,4.74
336,900,4.45
336,1000,4.16
336,1040,4.05
338,0,16.4
338,9,16.38
338,10,16.38
338,20,16.39
338,23,16.39
338,30,15.86
338,46,14.33
338,50,14.07
338,70,12.92
338,75,12.59
338,93,11.48
338,100,11.19
338,125,10.42
338,140,10.14
338,150,9.95
338,186,9.42
338,200,9.2
338,250,8.57
338,277,8.31
338,300,8.25
338,366,8.14
338,400,7.83
338,500,6.75
338,545,6.2
338,600,5.79
338,700,5.17
338,800,4.7
338,822,4.62
338,900,4.37
338,1000,4.06
338,1100,3.74
338,1114,3.7
362,0,15.15
362,9,14.83
362,10,14.82
362,20,14.74
362,22,14.72
362,30,14.44
362,45,13.59
362,50,13.19
362,67,11.84
362,75,11.43
362,90,10.82
362,100,10.41
362,125,9.5
362,133,9.24
362,150,8.75
362,176,8.12
362,200,7.75
362,250,7.19
362,259,7.12
362,300,6.59
362,338,6.15
362,400,5.79
362,497,5.49
362,500,5.48
362,600,5.04
362,700,4.6
362,761,4.34
362,800,4.2
362,900,3.83
362,1000,3.46
362,1049,3.28
363,0,15.1
363,10,14.62
363,20,14.51
363,30,14.35
363,50,13.91
363,75,11.76
363,99,10.53
363,100,10.48
363,125,9.46
363,148,8.74
363,150,8.69
363,197,7.84
363,200,7.8
363,250,7.28
363,293,6.92
363,300,6.83
363,387,5.75
363,400,5.64
363,500,5.02
363,547,4.89
363,571,4.84
363,600,4.75
363,700,4.42
363,800,4.1
363,858,3.91
364,0,16
364,9,15.68
364,10,15.67
364,20,15.53
364,30,15.4
364,46,15.19
364,50,14.62
364,67,12.22
364,75,11.76
364,86,11.4
364,100,10.9
364,125,10.11
364,150,9.3
364,162,8.94
364,200,8.17
364,237,7.63
364,250,7.48
364,300,6.94
364,315,8.46
364,400,6.13
364,477,5.74
364,500,5.59
364,600,4.98
364,700,4.47
364,737,4.3
364,800,4.11
364,900,3.82
364,1000,3.53
364,1012,3.49
365,0,15.99
365,10,15.72
365,20,15.6
365,25,15.54
365,30,15.07
365,50,12.86
365,75,11.54
365,100,11.34
365,125,10.59
365,149,9.7
365,150,9.67
365,198,8.36
365,200,8.33
365,250,7.6
365,297,7.17
365,300,7.14
365,400,6.12
365,500,5.28
365,593,4.68
365,600,4.65
365,700,4.27
365,800,3.99
365,889,3.83
365,900,3.8
365,1000,3.56
365,1100,3.32
365,1187,3.11
397,0,15.8
397,9,15.73
397,10,15.72
397,20,15.62
397,23,15.58
397,30,15.55
397,46,15.27
397,50,15.06
397,69,13.84
397,75,13.44
397,100,11.9
397,125,10.57
397,136,10.06
397,150,9.61
397,178,8.96
397,200,8.61
397,230,8.26
397,250,8.07
397,300,7.65
397,348,6.93
397,400,6.98
397,464,6.69
397,500,6.5
397,600,5.95
397,700,5.36
397,790,4.8
397,800,4.72
397,803,4.7
397,900,4.23
397,1000,3.91
397,1085,3.78
397,1100,3.74
397,1200,3.51
397,1275,3.35
397,1300,3.3
397,1400,3.12
397,1500,2.93
397,1600,2.74
397,1761,2.44
398,0,16.6
398,10,16.43
398,20,16.43
398,25,16.43
398,30,16.11
398,50,14.38
398,75,12.55
398,100,11.61
398,125,10.48
398,150,9.47
398,199,8.65
398,200,8.64
398,250,7.96
398,298,7.41
398,300,7.39
398,397,6.51
398,400,6.49
398,500,5.87
398,596,5.42
398,600,5.4
398,700,4.95
398,800,4.55
398,894,4.22
398,900,4.2
398,1000,3.94
398,1100,3.67
398,1192,3.42
400,0,16.5
400,9,16.41
400,10,16.41
400,20,16.35
400,21,16.34
400,30,16.1
400,43,15.42
400,50,14.67
400,65,13.27
400,75,13.38
400,86,13.51
400,100,12.82
400,125,11.16
400,130,10.76
400,150,9.87
400,174,9.04
400,200,8.44
400,250,7.7
400,263,7.59
400,300,7.22
400,352,6.82
400,400,6.54
400,500,6.06
400,532,5.94
400,600,5.57
400,700,5.06
400,800,4.58
400,812,4.52
400,900,4.24
400,1000,3.93
400,1100,3.61
440,0,15.62
440,8,15.8
440,10,15.8
440,20,15.79
440,30,15.8
440,38,15.8
440,50,14.22
440,58,13.03
440,75,11.92
440,76,11.88
440,100,11.31
440,114,11.08
440,125,10.54
440,150,9.25
440,151,9.2
440,200,8.1
440,227,7.82
440,250,7.46
440,300,6.76
440,303,6.72
440,400,5.71
440,454,5.3
440,500,5.04
440,600,4.58
440,689,4.32
440,700,4.3
440,800,4.08
440,900,3.87
440,1000,3.65
440,1074,3.49
443,0,16.29
443,9,16.33
443,10,16.32
443,20,16.16
443,22,16.11
443,30,15.91
443,44,15.56
443,50,14.56
443,66,11.77
443,75,11.06
443,88,10.51
443,100,10.27
443,125,9.97
443,134,9.94
443,150,9.48
443,178,8.64
443,200,8.25
443,250,7.56
443,268,7.39
443,300,6.93
443,358,6.15
443,400,5.72
443,500,4.94
443,504,4.92
443,600,4.5
443,700,4.19
443,800,4.01
443,814,3.99
443,900,3.78
443,1000,3.53
443,1100,3.28
443,1200,3.04
443,1223,2.98
445,0,15.86
445,8,15.94
445,10,15.92
445,20,15.82
445,30,15.43
445,39,14.87
445,50,13.78
445,59,13.02
445,75,13.12
445,79,13.15
445,100,12.65
445,119,11.82
445,125,11.47
445,150,10.01
445,158,9.54
445,200,8.45
445,234,8.04
445,250,7.78
445,300,7.04
445,307,6.95
445,400,5.84
445,456,5.32
445,500,5.07
445,600,4.66
445,697,4.45
445,700,4.44
445,800,4.15
445,900,3.86
445,1000,3.58
445,1082,3.34
449,0,15.4
449,8,15.56
449,10,15.56
449,19,15.54
449,20,15.53
449,30,15.47
449,40,15.41
449,50,13.75
449,60,11.94
449,75,11.58
449,98,11.02
449,100,10.96
449,125,10.26
449,150,9.59
449,200,8.32
449,206,8.18
449,250,7.47
449,300,6.86
449,329,6.59
449,400,5.96
449,414,5.86
449,498,5.4
