"Station","Depth","Temp"
15059,178,8.65
15059,200,8.44
15059,211,8.36
15059,239,8.13
15059,250,8.04
15059,288,7.76
15059,300,7.69
15059,336,7.46
15059,400,6.75
15059,422,6.5
15059,500,5.97
15059,502,5.96
15059,586,5.69
15066,0,14.66
15066,10,14.66
15066,20,14.65
15066,30,14.65
15066,50,14.48
15066,60,13
15066,69,12.44
15066,75,12.33
15066,84,10.27
15066,98,9.82
15066,100,9.81
15066,113,9.77
15066,125,9.95
15066,138,9.46
15066,150,9.07
15066,158,8.86
15066,187,8.52
15066,200,8.41
15066,216,8.27
15066,246,7.8
15066,250,7.74
15066,296,7.15
15066,300,7.12
15066,350,6.75
15066,400,6.34
15066,434,6.08
15066,500,5.67
15066,518,5.58
15066,600,5.22
15066,602,5.21
15067,0,15.38
15067,10,15.39
15067,20,15.35
15067,29,15.24
15067,30,15.23
15067,50,14.69
15067,58,14.32
15067,67,13.73
15067,75,12.3
15067,82,11.74
15067,95,10.84
15067,100,10.47
15067,109,10.16
15067,125,9.75
15067,133,9.58
15067,150,9.24
15067,151,9.22
15067,178,8.97
15067,200,8.71
15067,206,8.62
15067,234,8.08
15067,250,7.87
15067,281,7.47
15067,300,7.07
15067,331,6.46
15067,400,6.05
15067,411,6.04
15067,491,5.72
15067,500,5.66
15067,573,5.21
15074,0,14.4
15074,1,14.4
15074,10,14.39
15074,11,14.39
15074,20,14.35
15074,30,14.3
15074,31,14.3
15074,40,14.08
15074,50,13.23
15074,55,12.66
15074,69,10.96
15074,75,10.63
15074,95,9.92
15074,100,9.83
15074,113,9.64
15074,125,9.4
15074,133,9.27
15074,150,9.2
15074,154,9.19
15074,183,8.81
15074,200,8.66
15074,215,8.52
15074,244,8.04
15074,250,7.97
15074,292,7.54
15074,300,7.44
15074,345,6.92
15074,400,6.58
15074,427,6.44
15074,500,5.84
15074,511,5.74
15074,595,5.12
15093,0,14.52
15093,10,14.54
15093,20,14.52
15093,30,14.47
15093,40,14.43
15093,50,14.36
15093,64,12.78
15093,75,11.65
15093,79,11.28
15093,99,10.06
15093,100,10.02
15093,124,9.31
15093,125,9.3
15093,144,9.14
15093,150,9.03
15093,174,8.58
15093,200,8.42
15093,203,8.4
15093,233,7.86
15093,250,7.68
15093,273,7.47
15093,300,7.09
15093,333,6.62
15093,400,5.98
15093,409,5.9
15093,481,5.06
15093,500,4.99
15093,560,4.76
15095,0,14.85
15095,10,14.85
15095,20,14.85
15095,30,14.8
15095,50,13.75
15095,75,12.84
15095,100,11.8
15095,125,10.5
15095,150,9.35
15095,200,8.62
15095,250,7.82
15095,300,7.2
15095,400,5.95
15095,500,5.36
15095,600,5
15096,0,14.86
15096,10,14.85
15096,20,14.85
15096,30,14.85
15096,50,14.83
15096,75,12.64
15096,100,11.1
15096,125,10.04
15096,150,9.36
15096,200,8.68
15096,250,7.91
15096,300,7.46
15096,400,6.46
15096,500,5.8
15096,600,5.29
15097,0,14.9
15097,1,14.9
15097,10,14.9
15097,20,14.9
15097,29,14.89
15097,30,14.89
15097,50,14.85
15097,56,13.72
15097,65,12.95
15097,75,12.34
15097,79,12.14
15097,93,11.56
15097,100,11.13
15097,106,10.76
15097,125,9.99
15097,129,9.88
15097,148,9.52
15097,150,9.49
15097,176,9.09
15097,200,8.63
15097,204,8.55
15097,231,8.12
15097,250,7.86
15097,278,7.5
15097,300,7.22
15097,330,6.87
15097,400,6.29
15097,414,6.2
15097,496,5.68
15097,500,5.66
15097,581,5.32
15112,0,15.29
15112,10,15.27
15112,20,15.27
15112,30,15.26
15112,50,14
15112,75,12.6
15112,100,11.29
15112,125,10.25
15112,150,9.55
15112,200,8.47
15112,250,7.91
15112,300,7.22
15112,400,6.14
15112,500,5.6
15112,600,5.17
15113,0,15.14
15113,10,15.13
15113,20,15.1
15113,30,15.08
15113,50,15.07
15113,75,13.1
15113,100,12.61
15113,125,11.15
15113,150,9.92
15113,200,8.85
15113,250,8.05
15113,300,7.43
15113,400,6.08
15113,500,5.67
15113,600,5.24
15117,0,14.62
15117,10,14.17
15117,20,13.45
15117,30,13.05
15117,50,12.32
15117,75,11.85
15117,100,10.22
15117,125,9.52
15117,150,8.95
15117,200,8.41
15117,250,7.57
15117,300,7.29
15117,400,6.49
15117,500,5.96
15117,600,5.28
15118,0,14.66
15118,1,14.66
15118,10,14.33
15118,11,14.27
15118,20,13.79
15118,30,13.26
15118,39,12.9
15118,50,12.33
15118,53,12.18
15118,68,11.8
15118,75,11.56
15118,92,10.82
15118,100,10.36
15118,111,9.78
15118,125,9.46
15118,129,9.41
15118,148,9.08
15118,150,9.04
15118,176,8.5
15118,200,8.24
15118,209,8.15
15118,238,7.62
15118,250,7.49
15118,285,7.22
15118,300,7.12
15118,337,6.9
15118,400,6.55
15118,418,6.44
15118,499,5.85
15118,500,5.84
15118,581,5.41
15127,0,17.12
15127,1,17.12
15127,10,16.79
15127,11,16.71
15127,20,15.4
15127,30,13.63
15127,31,13.44
15127,41,12.05
15127,50,11.47
15127,65,11.28
15127,75,10.99
15127,80,10.84
15127,100,10.43
15127,125,9.42
15127,145,9.24
15127,150,9.13
15127,175,8.54
15127,200,8.27
15127,206,8.24
15127,235,8.25
15127,250,8.2
15127,274,8.03
15127,300,7.62
15127,333,7.05
15127,400,6.53
15127,407,6.5
15127,481,6.24
15127,500,6.1
15127,560,5.64
15132,0,15
15132,10,14.86
15132,20,14.46
15132,30,14.2
15132,50,13.85
15132,75,13.3
15132,100,11.38
15132,125,10.4
15132,150,9.44
15132,200,8.7
15132,250,8.22
15132,300,7.67
15132,400,6.52
15132,500,6.12
15132,600,5.63
15133,0,15.3
15133,10,15.3
15133,20,15.3
15133,30,15.24
15133,50,14.27
15133,75,13.04
15133,100,11.9
15133,125,10.84
15133,150,10.05
15133,200,8.93
15133,250,8.21
15133,300,7.72
15133,400,6.86
15133,500,6.12
15133,600,5.66
15134,0,15.4
15134,1,15.4
15134,10,15.38
15134,11,15.38
15134,20,15.36
15134,30,15.33
15134,31,15.33
15134,41,15.28
15134,50,14.3
15134,65,13.79
15134,75,13.3
15134,79,13.08
15134,99,11.96
15134,100,11.91
15134,125,10.84
15134,145,10.22
15134,150,10.08
15134,175,9.45
15134,200,8.99
15134,204,8.92
15134,234,8.4
15134,250,8.21
15134,274,7.97
15134,300,7.73
15134,333,7.44
15134,400,6.83
15134,408,6.76
15134,483,6.2
15134,500,6.1
15134,562,5.74
15135,0,15.63
15135,10,15.2
15135,20,14.76
15135,30,14.58
15135,50,12.7
15135,75,11.75
15135,100,10.6
15135,125,9.91
15135,150,9.45
15135,200,8.73
15135,250,8.05
15135,300,7.54
15135,400,6.7
15135,500,6.12
15135,600,5.59
15136,0,16.28
15136,10,15.93
15136,20,15.89
15136,30,15.81
15136,50,14.74
15136,75,13.3
15136,100,12.24
15136,125,11.78
15136,150,10.47
15136,200,9.1
15136,250,8.19
15136,300,7.51
15136,400,6.53
15136,500,5.69
15136,600,5.27
15148,0,16.64
15148,10,15.7
15148,20,15.33
15148,30,15.26
15148,50,13.82
15148,75,12.55
15148,100,11.33
15148,125,10.63
15148,150,10.05
15148,200,9.05
15148,250,8.29
15148,300,7.67
15148,400,6.48
15148,500,5.59
15148,600,5.04
15149,0,16.69
15149,1,16.69
15149,10,16.2
15149,11,16.11
15149,20,15.4
15149,29,15.29
15149,30,15.28
15149,39,15.17
15149,50,14.21
15149,53,13.91
15149,67,13.2
15149,75,12.68
15149,90,11.79
15149,100,11.46
15149,108,11.24
15149,125,10.7
15149,127,10.64
15149,145,10.18
15149,150,10.06
15149,173,9.53
15149,200,8.95
15149,204,8.88
15149,232,8.52
15149,250,8.27
15149,277,7.91
15149,300,7.66
15149,320,7.45
15149,400,6.4
15149,409,6.29
15149,490,5.67
15149,500,5.6
15149,571,5.12
15150,0,16.51
15150,10,16.51
15150,20,16.35
15150,30,15.89
15150,50,14
15150,75,12.04
15150,100,10.6
15150,125,9.8
15150,150,9.18
15150,200,8.47
15150,250,7.97
15150,300,7.09
15150,400,6.38
15150,500,5.98
15150,600,5.47
15151,0,15.41
15151,10,15.41
15151,20,14.6
15151,30,13.63
15151,50,12.65
15151,75,11.83
15151,100,10.87
15151,125,9.81
15151,150,9.12
15151,200,8.48
15151,250,7.83
15151,300,7.37
15151,400,6.44
15151,500,6.02
15151,600,5.41
15154,0,14.69
15154,10,14.63
15154,20,14.61
15154,30,14
15154,50,12.9
15154,75,11.42
15154,100,10.6
15154,125,9.93
15154,150,9.37
15154,200,8.68
15154,250,7.9
15154,300,7.3
15154,400,6.6
15154,500,6.02
15154,600,5.6
15155,0,14.71
15155,1,14.71
15155,10,14.68
15155,11,14.68
15155,20,14.64
15155,29,14.6
15155,30,14.49
15155,38,13.56
15155,50,12.98
15155,52,12.92
15155,66,12.11
15155,75,11.5
15155,89,11.28
15155,100,10.6
15155,108,10.12
15155,125,10
15155,126,9.99
15155,144,9.64
15155,150,9.52
15155,172,9.11
15155,200,8.75
15155,204,8.7
15155,232,8.3
15155,250,8.05
15155,279,7.66
15155,300,7.37
15155,328,7.03
15155,400,6.63
15155,407,6.6
15155,489,6.07
15155,500,6.02
15155,574,5.72
15171,0,17.07
15171,10,16.99
15171,20,16.62
15171,30,15.9
15171,50,14.25
15171,75,12.87
15171,100,11.5
15171,125,10.44
15171,150,9.72
15171,200,8.57
15171,250,7.85
15171,300,7.25
15171,400,6.4
15171,500,5.94
15171,600,5.39
15172,0,16.69
15172,10,16.68
15172,20,16.08
15172,30,15.8
15172,50,13.91
15172,75,11.8
15172,100,10.4
15172,125,9.83
15172,150,9.53
15172,200,8.64
15172,250,8.05
15172,300,7.13
15172,400,6.35
15172,500,5.74
15172,600,5.27
15173,0,17.38
15173,10,16.6
15173,20,16.13
15173,30,15.86
15173,50,15.07
15173,75,13.11
15173,100,11.5
15173,125,10.5
15173,150,9.9
15173,200,8.76
15173,250,7.95
15173,300,7.27
15173,400,6.39
15173,500,5.82
15173,600,5.35
15174,0,17.53
15174,1,17.53
15174,10,17.16
15174,11,17.1
15174,20,16.6
15174,30,16.05
15174,31,16
15174,41,15.6
15174,50,15.2
15174,56,14.89
15174,71,13.9
15174,75,13.66
15174,96,12.4
15174,100,12.1
15174,115,11.09
15174,125,10.73
15174,134,10.48
15174,150,9.96
15174,154,9.84
15174,183,9.14
15174,200,8.83
15174,218,8.56
15174,247,8.15
15174,250,8.1
15174,296,7.35
15174,300,7.3
15174,350,6.76
15174,400,6.32
15174,433,6.08
15174,500,5.68
15174,518,5.6
15174,600,5.33
15174,603,5.32
15176,0,16.83
15176,10,16.28
15176,20,15.65
15176,30,14.8
15176,50,13.93
15176,75,12.2
15176,100,10.84
15176,125,10.14
15176,150,9.47
15176,200,8.99
15176,250,8.06
15176,300,7.4
15176,400,6.33
15176,500,5.83
15176,600,5.34
15177,0,16.92
15177,10,16.37
15177,20,15.94
15177,30,15.34
15177,40,14.26
15177,49,13.97
15177,50,13.92
15177,64,13.03
15177,75,12.35
15177,79,12.1
15177,98,10.94
15177,100,10.85
15177,123,10.04
15177,125,9.98
15177,143,9.54
15177,150,9.46
15177,172,9.29
15177,200,9.02
15177,202,9
15177,231,8.68
15177,250,8.34
15177,272,7.91
15177,300,7.49
15177,331,7.1
15177,400,6.42
15177,405,6.38
15177,480,5.86
15177,500,5.78
15177,560,5.52
15179,0,17.73
15179,10,16.95
15179,20,14.2
15179,30,13.97
15179,50,13.1
15179,75,11.5
15179,100,10.03
15179,125,9.68
15179,150,9.38
15179,200,8.71
15179,250,8.2
15179,300,7.63
15179,400,6.81
15179,500,6.2
15179,600,5.66
15180,0,17.8
15180,1,17.8
15180,10,17.14
15180,11,17.02
15180,20,15.49
15180,30,14.04
15180,39,13.96
15180,50,13.56
15180,54,13.31
15180,69,11.76
15180,75,11.27
15180,92,10.28
15180,100,10.06
15180,111,9.89
15180,125,9.77
15180,130,9.73
15180,149,9.32
15180,150,9.31
15180,178,9.16
15180,200,8.81
15180,211,8.61
15180,239,8.16
15180,250,8.04
15180,286,7.72
15180,300,7.61
15180,339,7.3
15180,400,6.81
15180,420,6.66
15180,500,6.19
15180,502,6.18
15180,586,5.72
15198,0,17.53
15198,10,17.2
15198,20,16.35
15198,30,15.44
15198,50,14.52
15198,75,12.68
15198,100,10.83
15198,125,10.03
15198,150,9.65
15198,200,8.8
15198,250,8.35
15198,300,7.91
15198,400,7.25
15198,500,6.43
15198,600,5.93
15203,0,17.27
15203,1,17.27
15203,10,16.85
15203,11,16.76
15203,20,15.55
15203,30,13.85
15203,39,12.4
15203,50,11.6
15203,53,11.48
15203,67,10.73
15203,75,10.53
15203,90,10.29
15203,100,10.01
15203,109,9.77
15203,125,9.46
15203,128,9.42
15203,146,9.28
15203,150,9.23
15203,175,8.9
15203,200,8.65
15203,208,8.58
15203,236,8.34
15203,250,8.17
15203,284,7.78
15203,300,7.71
15203,336,7.61
15203,400,7.13
15203,418,6.98
15203,500,6.56
15203,501,6.56
15203,585,5.94
15216,0,17.32
15216,10,17.15
15216,20,15.75
15216,30,14.85
15216,50,12.05
15216,75,11.3
15216,100,10.8
15216,125,10.53
15216,150,10.24
15216,200,10.05
15216,250,8.67
15216,300,7.76
15216,400,7.39
15216,500,6.5
15216,600,5.97
15245,0,16.07
15245,10,15.6
15245,20,13.6
15245,30,12.85
15245,50,11.9
15245,75,11.62
15250,0,17.65
15250,10,17.3
15250,20,16.8
15250,30,15.45
15250,50,14.3
15250,75,11.6
15250,100,10.43
15251,0,17.69
15251,1,17.69
15251,10,17.4
15251,19,16.77
15251,20,16.67
15251,30,15.66
15251,33,15.36
15251,42,14.74
15251,50,14
15251,56,13.38
15251,70,11.82
15251,75,11.57
15251,88,11.16
15251,100,10.53
15251,110,10.05
15251,125,9.76
15251,129,9.72
15251,150,9.47
15251,156,9.4
15251,178,10.3
15253,533,6.12
15253,538,6.11
15253,543,6.04
15253,547,6.02
15253,552,6
15253,557,5.97
15253,561,5.95
15253,566,5.93
15253,571,5.91
15253,576,5.9
15253,579,5.86
15253,584,5.83
15253,589,5.8
15253,594,5.72
15253,599,5.7
15253,600,5.69
15253,603,5.66
15253,608,5.63
15253,613,5.63
15289,0,17.43
15289,10,17.43
15289,20,16.68
15289,30,15.71
15289,50,14.88
15289,75,12.47
15289,100,11.56
15289,125,10.57
15289,150,10.2
15289,200,9.95
15290,0,16.65
15290,10,16.65
15290,20,16.63
15290,30,15.73
15290,50,13.85
15290,75,12.34
15290,100,11.38
15290,125,10.71
15290,150,10.2
15290,200,10.04
15290,250,9.6
15291,0,16.69
15291,1,16.69
15291,10,16.71
15291,11,16.71
15291,20,16.41
15291,30,16.08
15291,44,14.53
15291,50,14.08
15291,54,13.8
15291,68,12.64
15291,75,12.39
15291,82,12.2
15291,100,11.31
15291,101,11.26
15291,125,10.47
15291,126,10.45
15291,146,10.21
15291,150,10.18
15291,170,10.06
15291,200,9.9
15291,210,9.85
15291,248,9.66
15296,0,16.03
15296,10,15.68
15296,20,15.61
15296,30,13.06
15296,50,12.06
15296,75,11.45
15297,0,15.17
15297,1,15.17
15297,10,15.19
15297,11,15.19
15297,20,15.03
15297,21,15
15297,30,14.55
15297,31,14.49
15297,50,13.04
15309,0,15.16
15309,1,15.16
15309,10,15.08
15309,11,15.07
15309,20,14.51
15309,30,13.78
15309,35,13.38
15309,45,12.92
15309,50,12.68
15309,60,12.25
15309,75,11.78
15309,99,11.33
15309,100,11.3
15309,119,10.71
15309,125,10.63
15309,138,10.5
15309,150,10.33
15309,167,10.11
15309,196,9.96
15309,200,9.94
15309,235,9.67
15309,250,9.46
15309,265,9.23
15309,300,8.85
15309,313,8.72
15309,376,8.09
15309,400,7.82
15309,474,7.04
15309,500,6.83
15309,563,6.31
15309,600,5.89
15309,637,5.48
15311,0,14.92
15311,1,14.92
15311,10,14.94
15311,20,14.73
15311,27,14.46
15311,30,14.28
15311,50,12.86
15311,54,12.54
15311,63,11.96
15311,75,11.11
15311,76,11.05
15311,89,10.85
15311,100,10.7
15311,103,10.23
15311,125,10.11
15311,126,10.1
15311,144,9.87
15311,150,9.79
15311,172,9.62
15311,198,9.78
15311,200,9.76
15311,225,9.36
15311,250,9.05
15311,271,8.84
15311,300,8.6
15311,311,8.51
15311,391,7.81
15311,400,7.72
15311,472,6.94
15311,500,6.65
15311,554,6.09
15312,0,16.25
15312,1,16.25
15312,10,16.29
15312,20,16.15
15312,30,16
15312,33,15.96
15312,42,14.71
15312,50,13.9
15312,57,13.33
15312,71,12.25
15312,75,12.02
15312,94,11.28
15312,100,11.16
15312,114,10.92
15312,125,10.64
15312,133,10.44
15312,150,10.24
15312,160,10.18
15312,189,10.03
15312,200,9.73
15312,226,8.99
15312,250,8.75
15312,255,8.72
15312,300,8.51
15312,302,8.5
15312,363,8
15312,400,7.45
15312,459,6.59
15312,500,6.33
15312,548,6.1
15312,600,5.66
15312,621,5.48
15318,0,15.84
15318,10,15.84
15318,20,15.83
15318,30,15.82
15318,50,15.28
15318,75,13.62
15318,100,12.3
15318,125,10.8
15318,150,9.89
15318,200,9.1
15318,250,8.17
15318,300,7.41
15318,400,6.24
15318,500,5.51
15318,600,5.01
15321,0,15.46
15321,10,15.45
15321,20,14.65
15321,30,14.18
15321,50,12.48
15321,75,11.14
15321,100,10.52
15321,125,10.19
15321,150,9.86
15321,200,9.29
15321,250,8.87
15321,300,8.49
15321,400,6.79
15321,500,6.28
15321,600,5.64
15322,0,15.56
15322,10,15.56
15322,20,15.55
15322,30,15.51
15322,50,13.04
15322,75,12.09
15322,100,11.23
15322,125,10.56
15322,150,9.99
15322,200,9.49
15322,250,9.32
15322,300,8.87
15322,400,7.38
15322,500,6.21
15322,600,5.62
15323,0,15.37
15323,10,15.28
15323,20,15.27
15323,30,14.6
15323,50,12.68
15323,75,11.87
15323,100,11.31
15323,125,10.79
15323,150,10.37
15323,200,9.67
15323,250,9.24
15323,300,8.57
15324,0,15.34
15324,10,15.27
15324,20,15.24
15324,29,14.55
15324,30,14.48
15324,38,13.88
15324,48,13.09
15324,50,12.96
15324,63,12.31
15324,75,11.95
15324,77,11.9
15324,96,11.33
15324,100,11.26
15324,116,11.04
15324,125,10.9
15324,136,10.72
15324,150,10.5
15324,164,10.28
15324,194,9.86
15324,200,9.79
15324,222,9.53
15324,250,9.25
15324,262,9.13
15324,300,8.59
15324,315,8.55
15325,0,14.77
15325,10,14.73
15325,20,14.6
15325,30,13.34
15325,50,11.72
15325,75,10.92
15325,100,10.13
15325,125,9.62
15325,150,9.33
15325,200,8.66
15325,250,8.17
15325,300,7.78
15325,400,6.76
15325,500,6.11
15325,600,5.54
15326,0,14.73
15326,10,14.76
15326,20,14.62
15326,30,14.48
15326,38,13.67
15326,48,12.54
15326,50,12.35
15326,63,11.42
15326,75,10.98
15326,77,10.93
15326,96,10.43
15326,100,10.32
15326,121,9.77
15326,125,9.69
15326,141,9.4
15326,150,9.29
15326,170,9.07
15326,199,8.62
15326,200,8.61
15326,228,8.45
15326,250,8.22
15326,267,8.03
15326,300,7.76
15326,326,7.55
15326,398,6.73
15326,400,6.71
15326,471,6.2
15326,500,6
15326,550,5.65
15328,0,15.28
15328,10,15.16
15328,20,14.95
15328,30,14.9
15328,50,14.48
15328,75,12.27
15328,100,10.94
15328,125,9.81
15328,150,9.17
15328,200,8.55
15328,250,8.09
15328,300,7.5
15328,400,6.4
15328,500,6.21
15328,600,5.68
15329,0,15.41
15329,10,15.21
15329,20,15.06
15329,29,14.97
15329,30,14.96
15329,38,14.9
15329,47,14.8
15329,50,14.66
15329,62,13.81
15329,75,12.6
15329,76,12.51
15329,95,11.23
15329,100,10.97
15329,119,10.17
15329,125,9.95
15329,139,9.52
15329,150,9.28
15329,167,9
15329,196,8.67
15329,200,8.55
15329,224,8.44
15329,250,7.94
15329,263,7.67
15329,300,7.4
15329,321,7.3
15329,393,6.45
15329,400,6.45
15329,466,6.45
15329,500,6.25
15329,544,6
15333,0,15.87
15333,10,15.69
15333,20,15.56
15333,30,15.55
15333,50,13.59
15333,75,12.06
15333,100,10.97
15333,125,10.03
15333,150,9.32
15333,200,8.68
15333,250,7.92
15333,300,7.45
15333,400,6.17
15333,500,6.08
15333,600,5.49
15334,0,15.54
15334,10,15.54
15334,20,15.32
15334,30,15.14
15334,50,14.17
15334,75,12.34
15334,100,10.88
15334,125,10.22
15334,150,9.73
15334,200,8.94
15334,250,7.97
15334,300,7.35
15334,400,6.85
15334,500,6.25
15334,600,5.69
15335,0,15.23
15335,10,15.17
15335,20,15.17
15335,30,15.17
15335,50,14.2
15335,75,12.45
15335,100,10.68
15335,125,9.69
15335,150,9.38
15335,200,8.67
15335,250,8.12
15335,300,7.58
15335,400,6.87
15335,500,6.2
15335,600,5.48
15336,0,15.18
15336,10,15.18
15336,20,15.16
15336,29,15.14
15336,30,15.14
15336,37,15.13
15336,47,14.36
15336,50,14.26
15336,61,13.9
15336,75,12.82
15336,93,11.45
15336,100,10.99
15336,116,10.13
15336,125,9.81
15336,135,9.56
15336,150,9.41
15336,162,9.34
15336,190,8.87
15336,200,8.73
15336,217,8.51
15336,250,8.14
15336,256,8.08
15336,300,7.64
15336,312,7.53
15336,383,7.07
15336,400,6.91
15336,455,6.37
15336,500,6.01
15336,533,5.74
15341,0,14.72
15341,10,14.72
15341,20,14.72
15341,30,14.19
15341,50,12.41
15341,75,11.07
15341,100,10.42
15341,125,10.26
15341,150,9.83
15341,200,9.17
15341,250,8.42
15341,300,8.14
15341,400,7.12
15341,500,6.5
15341,600,5.62
15342,0,14.49
15342,10,14.5
15342,20,14.48
15342,30,13.77
15342,50,12.75
15342,75,11.69
15342,100,11.23
15342,125,10.71
15342,150,10.24
15342,200,9.16
15342,250,8.43
15342,300,8.44
15342,400,7.41
15342,500,6.39
15343,0,14.98
15343,10,14.88
15343,20,14.64
15343,30,14.44
15343,50,13.75
15343,75,11.57
15343,100,10.85
15343,125,10.33
15343,150,10.01
15343,200,9.47
15343,250,8.85
15343,300,8.1
15343,400,7.32
15343,500,6.33
15344,0,15.26
15344,10,15.25
15344,20,15.12
15344,30,14.58
15344,50,13.26
15344,75,11.42
15344,100,10.8
15344,125,10.09
15344,150,9.98
15344,200,9.19
15344,250,8.3
15344,300,8.08
15344,400,7.15
15344,500,6.58
15344,600,5.84
15345,0,15.41
15345,10,15.34
15345,20,15.15
15345,30,15.03
15345,50,14.41
15345,75,11.65
15345,100,10.91
15345,125,10.12
15345,150,9.59
15345,200,9.19
15345,250,8.5
15345,300,7.97
15345,400,6.82
15345,500,6.36
15346,0,15.19
15346,10,15.19
15346,20,14.75
15346,30,14.42
15346,50,13.25
15346,75,10.89
15346,100,10.37
15346,125,9.81
15346,150,9.19
15346,200,8.74
15346,250,8.13
15346,300,7.47
15346,400,6.77
15346,500,6.22
15346,600,5.66
15347,0,15.32
15347,10,15.27
15347,20,15.27
15347,30,15.26
15347,50,15.22
15347,75,12.01
15347,100,10.86
15347,125,9.92
15347,150,9.37
15347,200,8.41
15347,250,7.79
15347,300,7.36
15347,400,6.55
15347,500,6.02
15347,600,5.46
15351,0,15.48
15351,10,15.48
15351,20,15.43
15351,30,15.38
15351,50,15.18
15351,75,12.5
15351,100,10.78
15351,125,9.84
15351,150,9.43
15351,200,8.75
15351,250,8.05
15351,300,7.55
15351,400,6.8
15351,500,6.1
15351,600,5.36
15352,0,16
15352,10,15.86
15352,20,15.58
15352,30,15.44
15352,50,14.63
15352,75,12.68
15352,100,11.39
15352,125,10.43
15352,150,9.76
15352,200,8.71
15352,250,8.17
15352,300,7.09
15352,400,6.19
15352,500,5.62
15352,600,5.15
15357,0,15.62
15357,10,15.62
15357,20,15.35
15357,30,14.63
15357,50,13.76
15357,75,11.19
15357,100,10.26
15357,125,9.47
15357,150,9.15
15357,200,8.4
15357,250,7.78
15357,300,7.33
15357,400,6.49
15357,500,5.81
15357,600,5.17
15358,0,15.59
15358,10,15.63
15358,20,15.45
15358,30,15.28
15358,39,14.48
15358,49,14.14
15358,50,14.03
15358,63,12.38
15358,75,11.46
15358,78,11.3
15358,97,10.67
15358,100,10.55
15358,122,9.76
15358,125,9.68
15358,142,9.33
15358,150,9.2
15358,170,8.93
15358,200,8.49
15358,229,8.1
15358,250,7.82
15358,269,7.59
15358,300,7.28
15358,328,7.05
15358,400,6.56
15358,474,5.99
15358,500,5.76
15358,553,5.29
15359,0,15.23
15359,10,14.7
15359,20,14.22
15359,30,14.03
15359,50,13.87
15359,75,11.03
15359,100,9.83
15359,125,9.37
15359,150,9.08
15359,200,8.35
15359,250,7.67
15359,300,7.19
15359,400,6.33
15359,500,5.79
15359,600,5.28
15360,0,15.21
15360,10,15.21
15360,20,14.61
15360,30,14.28
15360,50,12.06
15360,75,10.64
15360,100,9.99
15360,125,9.6
15360,150,9.28
15360,200,8.39
15360,250,7.64
15360,300,7.08
15360,400,6.23
15360,500,5.73
15360,600,5.29
15361,0,15.14
15361,10,15.2
15361,20,14.98
15361,29,14.61
15361,30,14.57
15361,37,14.2
15361,50,12.7
15361,52,12.45
15361,66,11.43
15361,75,11.02
15361,90,10.53
15361,100,10.21
15361,109,9.97
15361,125,9.73
15361,129,9.68
15361,149,9.4
15361,150,9.38
15361,177,8.87
15361,200,8.5
15361,210,8.37
15361,240,8.1
15361,250,7.96
15361,288,7.38
15361,300,7.23
15361,342,6.78
15361,400,6.26
15361,425,6.09
15361,500,5.8
15361,509,5.77
15361,592,5.34
15362,0,15.27
15362,10,15.23
15362,20,15.23
15362,30,15.02
15362,50,14.35
15362,75,10.98
15362,100,9.94
15362,125,9.54
15362,150,9.22
15362,200,8.22
15362,250,7.8
15362,300,7.52
15362,400,6.62
15362,500,5.92
15362,600,5.7
15364,0,14.4
15364,10,14.26
15364,20,14.18
15364,30,14.16
15364,50,12.58
15364,75,11.23
15364,100,10.56
15364,125,9.93
15364,150,9.6
15364,200,9.08
15364,250,8.52
15364,300,7.82
15364,400,7.16
15364,500,6.47
15364,600,5.74
15365,0,14.86
15365,1,14.86
15365,10,14.33
15365,11,14.25
15365,20,14.2
15365,30,14.15
15365,31,14.14
15365,40,14.04
15365,50,13.08
15365,65,11.95
15365,75,11.47
15365,80,11.28
15365,98,10.64
15365,100,10.58
15365,123,10.01
15365,125,9.99
15365,143,9.83
15365,150,9.71
15365,172,9.32
15365,200,9.03
15365,201,9.02
15365,230,8.71
15365,250,8.53
15365,270,8.35
15365,300,7.95
15365,329,7.57
15365,400,7.18
15365,402,7.17
15365,476,6.63
15365,500,6.44
15365,554,6
15366,0,14.8
15366,10,14.45
15366,20,13.84
15366,30,13.25
15366,50,12.05
15366,75,11.07
15366,100,10.43
15366,125,9.94
15366,150,9.42
15366,200,9.03
15366,250,8.59
15366,300,8.02
15367,0,14.66
15367,10,14.13
15367,20,13.93
15367,30,13.8
15367,50,11.85
15367,75,10.74
15367,100,10.37
15367,125,10.07
15367,150,9.73
15367,200,9.09
15367,250,8.67
15367,300,8.19
15368,0,14.58
15368,10,14.18
15368,20,14.09
15368,30,13.87
15368,44,12.61
15368,50,12.14
15368,59,11.52
15368,73,10.79
15368,75,10.75
15368,88,10.62
15368,100,10.42
15368,107,10.3
15368,125,10.15
15368,132,10.09
15368,150,9.74
15368,160,9.53
15368,195,9.19
15368,200,9.13
15368,229,8.82
15368,250,8.64
15368,269,8.49
15368,300,8.21
15368,313,8.1
15368,352,7.81
15370,0,14.37
15370,10,14.37
15370,20,14.38
15370,30,14.33
15370,50,12.55
15370,75,10.97
15370,100,10.4
15370,125,9.87
15370,150,9.69
15370,200,9.05
15370,250,8.45
15370,300,7.96
15370,400,7.13
15370,500,6.37
15370,600,5.7
15371,0,14.51
15371,10,14.5
15371,20,14.45
15371,30,14.45
15371,50,13.15
15371,75,11.08
15371,100,10.02
15371,125,9.74
